order_id|customer_id|order_date|order_time|order_status|payment_method|shipping_address|shipping_city|shipping_state|shipping_postal_code|order_total|tax_amount|shipping_fee|discount_code|discount_amount|notes
582|385|2025-07-29|09:48:11|shipped|bank_transfer|2450 Abigail Pine|Port Courtneyfort|IN|87063|3931.47|313.67|10.54||0.0|
1355|55|2025-09-16|09:48:11|shipped|debit_card|097 Alexandria Stravenue|Hernandezbury|AZ|75548|3234.74|257.74|13.04|PARTY|0.0|
564|70|2025-06-02|09:48:11|processing|debit_card|477 Michael Lane|Port Christinebury|VT|10135|876.67|70.13|0.07|WHICH|0.0|
1212|147|2025-04-13|09:48:11|processing|credit_card|457 Moyer Alley Apt. 490|East Melissa|AK|90903|1523.77|120.77|14.14|LEAD|0.0|
716|36|2025-07-22|09:48:11|delivered|credit_card|49368 Chelsea Shoals Suite 024|Port Douglas|TN|53032|1880.46|152.73|0.0||28.62|
1630|275|2025-09-27|09:48:11|pending|bank_transfer|53134 Dennis Manor Suite 023|Moyerview|DE|55694|6312.21|503.72|15.7||0.0|
570|83|2025-09-27|09:48:11|pending|credit_card|21965 Edwards Dam|West Deanna|IA|73035|333.74|25.53|14.66||0.0|Benefit season professor likely mouth.
1761|12|2025-05-16|09:48:11|pending|paypal|9816 Jonathan Station Suite 088|Cindyville|VA|39864|1915.75|152.06|14.98|FALL|0.0|
1786|135|2025-08-28|09:48:11|processing|debit_card|7292 Lisa Stravenue Suite 386|Shafferburgh|MT|65984|1965.37|156.91|15.42|PERSON|11.37|
316|388|2025-06-26|09:48:11|pending|credit_card|74555 Joshua Tunnel Apt. 574|East Angela|VI|72233|31.07|1.32|14.62||0.0|
318|253|2025-05-10|09:48:11|delivered|debit_card|571 Smith Prairie|East Andrewville|ME|31485|391.94|31.36|0.0||0.0|Voice feel step upon claim.
927|140|2025-09-22|09:48:11|shipped|bank_transfer|3122 Rodriguez Motorway Suite 497|West Andrew|AR|70620|6158.82|491.43|15.92||0.0|
535|90|2025-06-16|09:48:11|processing|debit_card|67883 Steven Unions|North Alexander|MP|29636|1785.43|142.96|11.72||13.25|
1655|237|2025-06-11|09:48:11|delivered|credit_card|110 Nicholas Vista Apt. 207|North Ericaside|AR|39156|22.98|4.39|0.0||31.86|
45|461|2025-08-12|09:48:11|shipped|bank_transfer|694 Wright Walks Apt. 649|Lake Johnny|DC|76079|4568.58|364.7|9.86||0.0|
543|366|2025-09-22|09:48:11|cancelled|debit_card|422 Catherine Walks Suite 430|New Kevin|OR|02082|1405.16|112.35|0.76||0.0|
226|184|2025-09-02|09:48:11|shipped|credit_card|633 Hamilton Forges|North Vickiehaven|AZ|56298|1730.1|138.41|0.0||0.0|
1297|250|2025-06-20|09:48:11|delivered|bank_transfer|18372 Hoover Ville Apt. 209|East Kellyside|WA|51730|4518.16|362.47|3.27||16.04|
1830|336|2025-09-03|09:48:11|pending|paypal|8150 Garcia Squares Suite 380|East Derrickfurt|VI|29364|5588.01|447.04|0.0||0.0|
583|327|2025-07-10|09:48:11|pending|paypal|3204 Miller Gateway Suite 596|New Joshuaview|TN|33336|2019.28|160.3|15.5||0.0|
1688|393|2025-09-01|09:48:11|delivered|credit_card|91862 John Rapid|West Christopherfurt|OK|92373|3594.48|286.54|12.68||0.0|
1721|113|2025-08-27|09:48:11|cancelled|credit_card|37589 Moran Lakes Suite 113|Jacquelineton|MH|22017|3912.69|316.74|0.0||46.56|
1116|321|2025-06-13|09:48:11|delivered|bank_transfer|821 Patterson Lane Apt. 912|Craigfort|IN|07248|1874.88|149.36|7.84||0.0|
1320|299|2025-09-09|09:48:11|pending|credit_card|8263 Jennifer Crossroad Apt. 964|West James|CO|03861|393.31|31.22|3.07||0.0|Community approach special week easy.
935|46|2025-09-01|09:48:11|pending|debit_card|03054 Hays Plains Suite 403|Michaelton|VI|86449|3255.94|263.4|2.97||39.5|
1154|293|2025-08-15|09:48:11|delivered|credit_card|12166 Richard Circles Suite 597|Lake Judith|DE|36988|4885.28|393.57|15.14||49.45|
1351|165|2025-04-19|09:48:11|shipped|debit_card|016 Christopher Lock Apt. 997|Larryborough|VT|99906|1454.81|116.34|0.58||0.0|
451|361|2025-05-22|09:48:11|cancelled|credit_card|596 Forbes Brooks|Angelafort|IA|49690|5315.69|424.67|7.28||0.0|
1286|402|2025-08-16|09:48:11|shipped|bank_transfer|90691 Kathleen Camp Apt. 079|Campbellfurt|NV|98551|767.44|61.35|14.31||13.79|
643|5|2025-06-11|09:48:11|delivered|paypal|8713 Caleb Brooks Apt. 930|Lake Crystalbury|CA|04618|2489.07|199.13|0.0||0.0|
987|448|2025-07-31|09:48:11|processing|bank_transfer|3439 Matthew Rapid Suite 961|North Christophertown|FL|71328|1603.89|127.13|14.73||0.0|
320|126|2025-09-23|09:48:11|pending|paypal|1777 Brittany Rue Suite 030|New Brittany|DC|83016|402.26|30.94|15.52||0.0|
534|148|2025-04-18|09:48:11|delivered|paypal|572 Petersen Spurs|New Dawnton|VA|76035|199.21|15.03|11.38||0.0|
1410|22|2025-07-12|09:48:11|delivered|bank_transfer|9649 Chelsea Streets Apt. 334|East Aaronmouth|UT|78333|1364.18|109.13|0.0||0.0|
704|322|2025-05-26|09:48:11|pending|credit_card|740 Matthew Green|West Pamela|AR|18757|2168.85|173.51|0.0|FINANCIAL|0.0|Though statement start none.
1161|412|2025-05-22|09:48:11|delivered|bank_transfer|7475 Jeremy Extension Apt. 567|Nguyenfurt|NH|61369|6442.33|515.22|2.12||0.0|
1114|184|2025-09-15|09:48:11|delivered|credit_card|633 Hamilton Forges|North Vickiehaven|AZ|56298|1973.49|160.19|1.45||30.33|
1968|458|2025-06-06|09:48:11|processing|bank_transfer|04246 Juan Vista|South Kyleport|MT|03480|7833.03|626.64|0.0||0.0|
1839|398|2025-05-31|09:48:11|cancelled|paypal|14035 Valerie Views Apt. 560|East Carol|RI|88126|1952.59|155.8|5.04|ONLY|0.0|
1016|490|2025-05-21|09:48:11|delivered|bank_transfer|02179 Curtis Fields|Jessicafort|WY|96344|3267.1|261.02|4.31|SKIN|0.0|
1470|473|2025-06-24|09:48:11|pending|debit_card|8355 Michael View|Port Barbara|VA|05989|3794.43|302.36|14.91||0.0|
1745|8|2025-05-25|09:48:11|pending|paypal|998 Donovan Ford Suite 346|Lake Debbie|NH|41942|3884.32|309.61|14.15|DROP|0.0|Need Congress new exist.
386|424|2025-04-11|09:48:11|delivered|credit_card|045 Carly Motorway|Jessicaside|FL|42537|1560.12|128.14|0.0||41.6|
827|414|2025-09-21|09:48:11|shipped|credit_card|0425 Sutton Meadow Apt. 928|Annettefort|CA|02822|1048.38|83.11|9.56||0.0|
1777|85|2025-09-22|09:48:11|processing|credit_card|6303 Sandy Crescent|Elizabethburgh|DE|02161|3649.19|291.94|0.0||0.0|
1552|46|2025-09-01|09:48:11|pending|bank_transfer|03054 Hays Plains Suite 403|Michaelton|VI|86449|3599.26|287.78|2.07||0.0|
487|389|2025-09-19|09:48:11|processing|credit_card|755 Huang Throughway Apt. 250|East Bonniehaven|UT|84689|1056.97|84.56|0.0||0.0|
1490|471|2025-09-21|09:48:11|shipped|credit_card|45000 Kimberly Spurs Apt. 015|Port Judy|SC|77288|3716.06|298.36|11.06||24.49|
804|475|2025-08-30|09:48:11|shipped|bank_transfer|03625 Lewis Inlet Suite 170|Carterfurt|GA|46989|149.1|13.03|2.94||16.71|
726|433|2025-04-15|09:48:11|delivered|paypal|9061 Janet Trail|Port Darlene|MN|36858|1811.13|143.69|15.0|OLD|0.0|
1923|186|2025-07-14|09:48:11|cancelled|credit_card|3817 Karen Trace|West Michael|KY|66504|1939.38|155.15|0.0||0.0|
1418|80|2025-04-11|09:48:11|pending|debit_card|1168 Neal Wells Suite 775|Port Kimland|VA|60590|5656.04|451.69|9.9||0.0|
338|254|2025-06-30|09:48:11|shipped|credit_card|086 Christensen Forks Suite 533|Lake Vanessabury|PA|50503|10856.37|868.51|0.0||0.0|
1169|295|2025-08-13|09:48:11|pending|credit_card|9608 Christian Shores Apt. 550|Danielchester|KS|68749|4518.56|361.48|0.0|RISE|0.0|
1954|112|2025-04-07|09:48:11|shipped|bank_transfer|3540 Andrea Lane Suite 317|Solismouth|CO|65834|1195.74|95.39|3.34||0.0|
92|138|2025-06-02|09:48:11|cancelled|paypal|3347 David Villages Apt. 005|Michellemouth|VI|71356|415.09|32.57|7.98||0.0|
1554|293|2025-08-12|09:48:11|delivered|bank_transfer|12166 Richard Circles Suite 597|Lake Judith|DE|36988|4382.03|349.88|8.57||0.0|
807|201|2025-06-24|09:48:11|pending|bank_transfer|65565 Donna Gateway Apt. 491|Port Kevinmouth|GA|03084|592.62|46.87|6.79||0.0|
1406|42|2025-09-09|09:48:11|processing|bank_transfer|54235 Lee Dam Apt. 141|Lake Matthewberg|PA|49878|2955.88|236.34|1.57||0.0|
1598|464|2025-09-08|09:48:11|cancelled|bank_transfer|584 Joseph Shoals Suite 601|East Rachelview|AS|32521|2553.41|204.27|0.0||0.0|
60|66|2025-05-07|09:48:11|cancelled|debit_card|53693 Pierce Spur|Jonathanfort|VA|84609|266.27|22.23|0.0||11.61|
612|288|2025-07-27|09:48:11|pending|credit_card|498 Fletcher Manors Apt. 418|Spenceberg|WA|28270|2724.42|217.31|8.09||0.0|
1916|306|2025-08-04|09:48:11|cancelled|bank_transfer|580 Jordan Tunnel|West Markfurt|KY|92076|1642.09|131.24|1.54|WORD|0.0|
358|258|2025-04-13|09:48:11|shipped|debit_card|119 Olsen Grove Apt. 640|Port Travis|CT|09655|2577.46|205.73|5.81||0.0|
399|289|2025-04-14|09:48:11|cancelled|debit_card|59503 Martin Coves|Jacobborough|SC|04743|8787.17|701.73|15.54||0.0|
1790|443|2025-07-30|09:48:11|pending|credit_card|9246 Douglas Forks|Kingfurt|NH|93940|1995.44|159.29|4.34||0.0|
1895|392|2025-06-09|09:48:11|shipped|debit_card|9612 Ann Points Apt. 572|Staceytown|VT|78847|1302.11|103.39|9.72||0.0|
761|453|2025-09-19|09:48:11|pending|credit_card|9848 Williams Isle|South Bridgetland|NJ|55190|2192.55|175.31|1.2||0.0|
737|96|2025-07-31|09:48:11|processing|paypal|1152 Martin Club Apt. 599|Bushchester|SD|22127|4891.42|391.31|0.0|THE|0.0|
1201|391|2025-07-26|09:48:11|processing|debit_card|546 Diaz Freeway Suite 851|West Michelle|UT|32862|4789.65|383.17|0.0||0.0|
1051|69|2025-04-29|09:48:11|pending|paypal|50392 Hickman Hills|New John|MP|51508|2099.41|166.8|14.38||0.0|
1266|417|2025-05-13|09:48:11|delivered|credit_card|2925 David Ways Suite 875|West Marie|MS|72607|1310.15|104.81|0.0||0.0|
938|162|2025-06-17|09:48:11|processing|debit_card|95512 Pittman Junction|Simsburgh|OK|79889|2881.34|231.84|0.0||16.67|
1170|203|2025-04-21|09:48:11|cancelled|paypal|48468 Gonzalez Locks Suite 987|Lewismouth|KY|84115|11148.86|891.26|8.1||0.0|
1359|440|2025-09-10|09:48:11|cancelled|paypal|472 Thomas Mews|Garrettland|IN|12595|5967.25|476.54|10.52||0.0|City there since we under hour.
421|323|2025-06-12|09:48:11|delivered|bank_transfer|0107 Debra Meadows|Turnerbury|AK|07756|4681.31|373.74|9.53||0.0|
1443|351|2025-06-06|09:48:11|pending|paypal|4358 Davis Trail Apt. 437|Anthonyville|NC|86789|6327.28|505.91|3.4|MARKET|0.0|
996|114|2025-06-28|09:48:11|cancelled|paypal|9827 Alyssa Causeway Suite 978|Lake Beth|VA|17328|2901.43|231.72|4.9||0.0|
554|388|2025-07-30|09:48:11|cancelled|credit_card|74555 Joshua Tunnel Apt. 574|East Angela|VI|72233|6487.67|519.01|0.0||0.0|
229|332|2025-09-26|09:48:11|processing|bank_transfer|0216 Cannon Station|Newtonberg|VI|04967|4576.22|364.85|15.59||0.0|
151|288|2025-04-26|09:48:11|cancelled|debit_card|498 Fletcher Manors Apt. 418|Spenceberg|WA|28270|3799.65|303.97|0.0||0.0|
1793|261|2025-07-19|09:48:11|delivered|debit_card|1649 Jennifer Ways Apt. 271|Marisaside|VI|61685|3840.54|306.32|11.51||0.0|
1149|28|2025-07-08|09:48:11|pending|paypal|50455 Thomas Pines|Knightburgh|GA|23447|3347.86|268.88|5.7||18.84|
1840|190|2025-08-08|09:48:11|pending|credit_card|1509 Brandy Forges Suite 301|Rhodesland|NY|52198|3235.37|258.61|2.77||0.0|
951|126|2025-08-22|09:48:11|cancelled|paypal|1777 Brittany Rue Suite 030|New Brittany|DC|83016|5326.28|426.1|0.0||0.0|
745|373|2025-04-06|09:48:11|processing|paypal|493 Samuel Islands|East Kelseyland|VI|92153|4068.53|325.48|0.0||0.0|
205|448|2025-05-19|09:48:11|shipped|paypal|3439 Matthew Rapid Suite 961|North Christophertown|FL|71328|3958.05|320.42|0.0|WITHOUT|47.21|
925|373|2025-06-14|09:48:11|processing|debit_card|493 Samuel Islands|East Kelseyland|VI|92153|4666.55|373.1|2.86||0.0|
688|188|2025-08-25|09:48:11|pending|debit_card|3754 Eddie Haven|Huberburgh|VT|70666|2797.09|224.71|0.0||11.74|
1106|332|2025-04-21|09:48:11|pending|paypal|0216 Cannon Station|Newtonberg|VI|04967|3736.35|299.41|1.5||7.74|
334|297|2025-07-03|09:48:11|shipped|debit_card|649 Wanda Valley Apt. 109|Garciaside|CT|83538|4116.93|328.36|12.49||0.0|
1179|255|2025-06-22|09:48:11|processing|paypal|742 John Fall Apt. 449|Faulknerborough|KY|63569|3793.28|302.37|13.65||0.0|
748|250|2025-06-12|09:48:11|delivered|bank_transfer|18372 Hoover Ville Apt. 209|East Kellyside|WA|51730|1670.12|133.26|4.34||0.0|
1174|34|2025-05-08|09:48:11|shipped|paypal|76617 Jones Common|Charleneland|DC|36547|3693.77|294.55|11.87||0.0|
539|328|2025-04-06|09:48:11|delivered|bank_transfer|149 Ashley Mill|West Katie|KY|34519|4751.27|379.59|6.39||0.0|
224|450|2025-07-11|09:48:11|shipped|paypal|5844 Butler Freeway Suite 533|Hernandezberg|AZ|10915|2992.73|242.18|14.98||49.56|
1903|139|2025-05-17|09:48:11|shipped|paypal|4564 Kevin Alley|Lake Sandrafort|ME|01698|1427.43|115.67|12.32||30.79|
1631|101|2025-09-10|09:48:11|processing|paypal|785 Zachary Estate Apt. 486|East Nancy|ID|08054|3433.56|275.69|12.56||25.08|Value avoid upon defense job support happy.
1263|352|2025-04-08|09:48:11|shipped|paypal|78207 Watkins Square Suite 673|Jennifermouth|NJ|89440|3551.42|284.11|0.0||0.0|
1189|399|2025-09-15|09:48:11|delivered|debit_card|723 Dana Crescent|Port Tracy|HI|70878|4342.46|347.4|0.0||0.0|
486|438|2025-07-10|09:48:11|delivered|bank_transfer|772 Jefferson Terrace Suite 084|Marcfort|NY|81193|5048.51|403.88|0.0||0.0|
1140|11|2025-06-12|09:48:11|shipped|debit_card|16073 Lisa Mount Suite 433|Lake Jamesmouth|KY|09600|1737.6|142.47|0.0||43.33|Health lot oil cup.
1338|131|2025-06-21|09:48:11|shipped|credit_card|02146 Caldwell Lodge Apt. 801|Michaelview|IN|79978|2003.3|160.21|0.65|WATCH|0.0|
1837|56|2025-08-06|09:48:11|processing|credit_card|78585 Bishop Fields Apt. 484|Stewartstad|OH|95090|560.94|44.88|0.0||0.0|
1679|84|2025-05-10|09:48:11|cancelled|paypal|2696 Payne Extensions Suite 109|North Stacyfurt|NY|38051|6271.43|500.58|14.16||0.0|
288|246|2025-04-12|09:48:11|shipped|debit_card|022 Carroll Union|Bairdborough|MO|08851|4001.0|318.98|13.72||0.0|
1164|122|2025-09-08|09:48:11|pending|credit_card|9135 Hayes Ridges|Heatherberg|OK|74800|5902.82|471.94|11.78||8.17|
663|43|2025-04-03|09:48:11|cancelled|paypal|8862 Laurie Dam Suite 075|Port Ethanmouth|MH|67787|1930.31|153.9|6.53||0.0|
1547|476|2025-09-07|09:48:11|pending|debit_card|4489 Kelsey Street Apt. 538|Bishopton|TX|90712|934.5|77.64|2.68|EVERY|38.72|
498|31|2025-08-29|09:48:11|shipped|bank_transfer|496 Rodriguez Fort Suite 098|Rosebury|SD|08786|5999.95|479.16|10.42||0.0|
729|59|2025-08-11|09:48:11|delivered|credit_card|122 Morris Gateway Apt. 463|Molinamouth|ME|76845|262.89|22.74|12.69||34.02|
148|114|2025-08-22|09:48:11|pending|bank_transfer|9827 Alyssa Causeway Suite 978|Lake Beth|VA|17328|4617.34|368.42|12.04||0.0|
1045|266|2025-08-22|09:48:11|processing|bank_transfer|01367 Watts Extensions Suite 176|Cynthiamouth|MN|02021|5794.52|466.26|0.98|PREPARE|34.74|
1206|322|2025-04-24|09:48:11|shipped|paypal|740 Matthew Green|West Pamela|AR|18757|5984.66|478.12|8.17||0.0|
1635|356|2025-08-02|09:48:11|cancelled|paypal|660 Coleman Streets Apt. 978|Kimberlymouth|PR|70627|4347.43|347.9|5.79||7.12|
1430|116|2025-09-20|09:48:11|delivered|credit_card|80571 Julia Points Suite 384|South Paulmouth|OH|07552|464.71|35.95|15.29|FINE|0.0|
1623|251|2025-06-09|09:48:11|shipped|credit_card|90063 Nicholas Garden Apt. 106|North Matthewborough|TX|88181|685.75|53.86|12.51||0.0|
696|388|2025-07-13|09:48:11|processing|debit_card|74555 Joshua Tunnel Apt. 574|East Angela|VI|72233|2356.72|190.93|0.52||30.42|
1799|104|2025-05-07|09:48:11|processing|bank_transfer|875 Bruce Ville|West Connor|DC|97614|4788.76|382.31|9.92||0.0|
89|141|2025-05-28|09:48:11|processing|paypal|1204 Jones Mountains|East Paula|KS|50515|1277.74|101.26|12.0||0.0|
1919|368|2025-06-02|09:48:11|processing|debit_card|233 Thompson Rest Suite 841|Lake Mariah|CA|17874|1017.27|80.79|7.41||0.0|
475|108|2025-06-05|09:48:11|cancelled|paypal|010 Hannah Mall|Jamesside|KS|62681|4932.84|394.63|0.0||0.0|
1021|141|2025-09-03|09:48:11|pending|debit_card|1204 Jones Mountains|East Paula|KS|50515|1874.08|152.46|0.0||31.68|Wrong including weight ability young second.
1505|259|2025-09-03|09:48:11|cancelled|bank_transfer|30234 Alexander Road|South Davidland|MA|04389|6714.11|537.1|0.41||0.0|Agree husband responsibility nothing evening one seven.
1651|116|2025-05-02|09:48:11|delivered|debit_card|80571 Julia Points Suite 384|South Paulmouth|OH|07552|1890.57|150.94|3.81||0.0|
182|314|2025-08-21|09:48:11|delivered|bank_transfer|07536 Ross Courts Suite 494|Lake Katrina|KS|18286|135.92|10.87|0.0||0.0|
861|384|2025-09-01|09:48:11|processing|bank_transfer|401 Erickson Skyway|Jasonland|AR|99482|4816.14|384.17|14.07||0.0|
1565|114|2025-04-04|09:48:11|shipped|credit_card|9827 Alyssa Causeway Suite 978|Lake Beth|VA|17328|6526.06|522.08|0.0||0.0|Five avoid article long worker.
380|329|2025-08-27|09:48:11|pending|bank_transfer|0580 Michael Club Suite 181|East Mark|MN|89763|2481.36|198.51|0.0||0.0|
1293|296|2025-06-19|09:48:11|shipped|bank_transfer|90550 Mosley Parkway|Lake Victormouth|MT|54291|1188.44|95.08|0.0|QUALITY|0.0|
225|314|2025-05-23|09:48:11|delivered|debit_card|07536 Ross Courts Suite 494|Lake Katrina|KS|18286|2128.82|170.63|1.0|PUSH|5.04|
87|428|2025-07-29|09:48:11|cancelled|paypal|0717 Stephens Corner|Lake Maria|SC|12822|4243.74|342.33|0.0||35.41|
1079|430|2025-04-19|09:48:11|pending|credit_card|22299 Samuel Lakes|South Thomasview|NE|73545|2659.97|212.8|0.0||0.0|
77|104|2025-04-15|09:48:11|cancelled|paypal|875 Bruce Ville|West Connor|DC|97614|2656.4|212.51|0.0||0.0|
881|98|2025-05-11|09:48:11|pending|credit_card|4349 Edward Square Apt. 158|Arellanoshire|IN|73062|7658.69|613.89|0.0||14.91|
1377|400|2025-08-01|09:48:11|delivered|bank_transfer|13062 Kathryn Valley Apt. 369|Samuelberg|NV|78751|3554.88|284.39|0.0|CITY|0.0|Billion little church leader population.
602|108|2025-08-06|09:48:11|processing|credit_card|010 Hannah Mall|Jamesside|KS|62681|5824.03|464.83|13.69||0.0|
1475|254|2025-05-14|09:48:11|cancelled|paypal|086 Christensen Forks Suite 533|Lake Vanessabury|PA|50503|5505.94|442.59|3.04||29.53|
489|169|2025-07-13|09:48:11|pending|credit_card|6683 Thomas Field Suite 562|Lake Alfredfort|TN|57744|2557.41|204.59|0.0||0.0|
1776|310|2025-07-15|09:48:11|processing|credit_card|4940 Jackson Squares|Erinburgh|HI|44037|5016.74|403.96|3.48||36.24|
1991|151|2025-08-28|09:48:11|processing|paypal|0538 James Pike Suite 879|Lake Holly|AK|49863|893.48|71.48|0.0||0.0|
883|384|2025-08-07|09:48:11|pending|bank_transfer|401 Erickson Skyway|Jasonland|AR|99482|3576.66|286.13|0.0||0.0|
687|357|2025-06-14|09:48:11|shipped|credit_card|7509 King Junction|West Michael|AK|59060|1840.62|149.94|10.6||44.17|
1612|278|2025-09-30|09:48:11|delivered|bank_transfer|47554 Collin Bridge Apt. 555|Johnview|IL|77089|330.77|26.28|2.33||0.0|
54|22|2025-04-12|09:48:11|processing|paypal|9649 Chelsea Streets Apt. 334|East Aaronmouth|UT|78333|6737.64|537.84|14.68|REST|0.0|
809|493|2025-08-26|09:48:11|delivered|bank_transfer|9598 Deborah Haven|Shannonside|NY|60516|94.71|7.58|0.0|NAME|0.0|
269|284|2025-08-19|09:48:11|delivered|debit_card|30366 Michael Heights|Lake Paul|FM|94197|5792.72|465.97|0.65||32.56|
1378|57|2025-07-24|09:48:11|shipped|paypal|933 Elizabeth Pines|Lake Jesse|CT|54673|1856.15|148.14|4.35||0.0|
783|352|2025-05-21|09:48:11|pending|debit_card|78207 Watkins Square Suite 673|Jennifermouth|NJ|89440|4985.93|397.78|13.69||0.0|
1759|496|2025-07-31|09:48:11|delivered|paypal|1528 Bowen Orchard|West Paul|OK|23026|2051.95|162.89|15.85||0.0|
1532|94|2025-06-10|09:48:11|pending|bank_transfer|6915 Morris Estate|Connerfort|SD|42087|326.94|26.16|0.0||0.0|
1400|466|2025-04-17|09:48:11|cancelled|debit_card|37681 Erin Plaza Suite 233|Alexandershire|MT|16266|4569.04|368.8|0.0||40.95|
1061|500|2025-06-05|09:48:11|pending|credit_card|116 Johnson Vista Apt. 002|Nathanbury|OR|85349|7857.05|628.19|4.73|HARD|0.0|
1661|484|2025-07-08|09:48:11|cancelled|bank_transfer|34838 Mark Shore Suite 382|Port Loriport|GU|00903|1789.79|143.09|1.19||0.0|
911|347|2025-07-23|09:48:11|cancelled|paypal|563 Patrick Fall Apt. 375|North Brenda|MA|12835|2634.05|210.25|5.94||0.0|
1063|114|2025-09-26|09:48:11|processing|paypal|9827 Alyssa Causeway Suite 978|Lake Beth|VA|17328|5952.8|475.23|12.47||0.0|
619|162|2025-06-11|09:48:11|delivered|credit_card|95512 Pittman Junction|Simsburgh|OK|79889|4365.06|348.89|3.96||0.0|
12|300|2025-05-30|09:48:11|cancelled|debit_card|640 Miller Divide|Hoville|CT|19091|4995.22|399.4|2.78|SIX|0.0|
180|233|2025-09-07|09:48:11|shipped|paypal|097 Rachel Spring|South Angela|UT|92683|1767.23|140.22|14.51||0.0|
1866|343|2025-05-12|09:48:11|shipped|credit_card|162 Fernando Summit Apt. 237|North Nicolefort|GA|82573|1785.28|142.82|0.0||0.0|
1508|468|2025-05-30|09:48:11|cancelled|bank_transfer|0739 Anthony Stream Apt. 546|Lake Bryan|MH|21350|4416.0|354.88|0.0||20.01|
1605|246|2025-08-23|09:48:11|cancelled|bank_transfer|022 Carroll Union|Bairdborough|MO|08851|7909.78|633.42|1.09||9.01|
1593|378|2025-08-02|09:48:11|cancelled|bank_transfer|670 Blair Islands|East Melanieburgh|OK|01716|5165.18|412.74|5.98|DEMOCRAT|0.0|
790|221|2025-07-02|09:48:11|pending|credit_card|6193 Anna Oval|Victoriastad|WI|06618|7589.02|607.12|0.0||0.0|
982|323|2025-09-03|09:48:11|shipped|bank_transfer|0107 Debra Meadows|Turnerbury|AK|07756|6893.26|551.46|0.0||0.0|
1209|103|2025-05-08|09:48:11|shipped|debit_card|589 Evans Coves|Michelleview|SD|93705|2444.03|194.48|13.08||0.0|
1518|148|2025-08-16|09:48:11|cancelled|debit_card|572 Petersen Spurs|New Dawnton|VA|76035|2174.48|173.17|9.82||0.0|
1013|474|2025-06-09|09:48:11|shipped|debit_card|4818 Jose Street|Suzanneburgh|OH|62582|8230.59|658.45|0.0||0.0|
14|176|2025-07-17|09:48:11|delivered|debit_card|19470 Hernandez Route|Lake Mark|MO|75820|2587.65|209.26|0.0||28.05|
1145|397|2025-04-24|09:48:11|delivered|credit_card|0803 Kurt Radial Apt. 508|North Tammyfurt|ID|46607|3309.99|267.57|0.0||34.68|Behavior end sit leader military operation.
800|421|2025-07-18|09:48:11|cancelled|bank_transfer|39438 Kyle Forge Apt. 537|South Timothy|PA|37901|1284.98|101.69|13.82||0.0|
1678|176|2025-06-18|09:48:11|shipped|credit_card|19470 Hernandez Route|Lake Mark|MO|75820|1913.9|154.93|3.38||26.15|
1871|385|2025-08-27|09:48:11|pending|credit_card|2450 Abigail Pine|Port Courtneyfort|IN|87063|496.16|41.66|2.84|CAREER|27.4|
1498|138|2025-09-23|09:48:11|shipped|bank_transfer|3347 David Villages Apt. 005|Michellemouth|VI|71356|7296.93|582.96|9.91||0.0|
1930|355|2025-07-14|09:48:11|delivered|paypal|6156 Ronald Haven|Paulfort|AZ|34713|1149.69|91.7|3.4||0.0|
855|13|2025-07-09|09:48:11|cancelled|paypal|69957 Ramos Forest Suite 214|Clarencebury|TX|41188|6454.17|515.81|6.53||0.0|Discussion wind sound physical.
802|322|2025-07-13|09:48:11|pending|bank_transfer|740 Matthew Green|West Pamela|AR|18757|640.8|51.01|3.21||0.0|
1975|231|2025-06-04|09:48:11|processing|credit_card|8617 Rick Fort Apt. 489|Ashleymouth|CO|83836|3775.94|302.08|0.0||0.0|
641|452|2025-06-20|09:48:11|cancelled|bank_transfer|89743 Robert Trail|Lake Michaelmouth|AS|81094|1867.82|149.43|0.0|HOWEVER|0.0|
1459|184|2025-05-14|09:48:11|processing|bank_transfer|633 Hamilton Forges|North Vickiehaven|AZ|56298|2892.34|231.27|1.5||0.0|
1176|473|2025-06-19|09:48:11|delivered|bank_transfer|8355 Michael View|Port Barbara|VA|05989|1018.91|81.33|2.27||0.0|
1574|103|2025-06-20|09:48:11|processing|credit_card|589 Evans Coves|Michelleview|SD|93705|2931.79|234.51|0.4||0.0|
1932|143|2025-06-25|09:48:11|delivered|credit_card|73585 Quinn Brooks|Howardberg|KS|05676|2733.79|218.14|7.08||0.0|
1341|438|2025-08-01|09:48:11|delivered|paypal|772 Jefferson Terrace Suite 084|Marcfort|NY|81193|4588.81|367.1|0.0||0.0|
1569|402|2025-05-22|09:48:11|pending|credit_card|90691 Kathleen Camp Apt. 079|Campbellfurt|NV|98551|5416.0|433.28|0.0|BIG|0.0|
359|404|2025-09-11|09:48:11|cancelled|debit_card|62718 Evans Village Suite 033|Andreaburgh|TN|50870|3456.68|278.38|0.0||23.09|
1921|343|2025-07-14|09:48:11|processing|paypal|162 Fernando Summit Apt. 237|North Nicolefort|GA|82573|4076.8|326.14|0.0|WHOSE|0.0|
1304|375|2025-04-21|09:48:11|shipped|debit_card|95786 Richard Hill|New Mariatown|AL|30022|473.95|37.92|0.0|NATION|0.0|
1194|305|2025-06-09|09:48:11|shipped|credit_card|1644 Molina Locks|New Kimfort|RI|06670|2196.38|175.13|7.29||0.0|
1960|91|2025-05-20|09:48:11|pending|bank_transfer|670 Vega Extensions Suite 324|Seanberg|AZ|80993|4833.07|386.32|4.1|AGAINST|0.0|
